Provider,inpatient_claims,inpatient_total_reimbursement,inpatient_avg_reimbursement,inpatient_median_reimbursement,inpatient_unique_beneficiaries,avg_length_of_stay,max_length_of_stay,high_cost_inpatient_claims,high_cost_inpatient_rate,outpatient_claims,outpatient_total_reimbursement,outpatient_avg_reimbursement,outpatient_median_reimbursement,outpatient_unique_beneficiaries,high_cost_outpatient_claims,high_cost_outpatient_rate,total_claims,total_reimbursement,avg_reimbursement_per_claim,total_unique_beneficiaries_x,total_unique_beneficiaries_y,total_unique_beneficiaries,claims_per_beneficiary,reimbursement_per_beneficiary,total_high_cost_claims,overall_high_cost_rate,inpatient_claim_mix,outpatient_claim_mix,inpatient_total_deductible,outpatient_total_deductible,total_deductible,avg_diagnosis_codes,avg_procedure_codes,PotentialFraud
PRV51902,,,,,,,,,,4.0,1300.0,325.0,70.0,1.0,1.0,0.25,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51905,,,,,,,,,,257.0,82540.0,321.16731517509726,80.0,85.0,38.0,0.14785992217898833,,,0.0,85,85,85,0.0,0.0,,0.0,0.0,0.0,0.0,670.0,670.0,,,No
PRV51906,,,,,,,,,,22.0,2730.0,124.0909090909091,55.0,8.0,1.0,0.045454545454545456,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51908,,,,,,,,,,22.0,14270.0,648.6363636363636,70.0,22.0,5.0,0.22727272727272727,,,0.0,22,22,22,0.0,0.0,,0.0,0.0,0.0,0.0,160.0,160.0,,,No
PRV51909,,,,,,,,,,16.0,3460.0,216.25,90.0,16.0,1.0,0.0625,,,0.0,16,16,16,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51910,,,,,,,,,,82.0,27950.0,340.8536585365854,90.0,49.0,11.0,0.13414634146341464,,,0.0,49,49,49,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,120.0,,,No
PRV51911,,,,,,,,,,93.0,25540.0,274.6236559139785,80.0,56.0,10.0,0.10752688172043011,,,0.0,56,56,56,0.0,0.0,,0.0,0.0,0.0,0.0,210.0,210.0,,,No
PRV51913,,,,,,,,,,1.0,70.0,70.0,70.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51914,,,,,,,,,,11.0,1680.0,152.72727272727272,60.0,11.0,0.0,0.0,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51915,,,,,,,,,,20.0,6170.0,308.5,65.0,16.0,2.0,0.1,,,0.0,16,16,16,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51916,,,,,,,,,,43.0,7290.0,169.53488372093022,60.0,13.0,3.0,0.06976744186046512,,,0.0,13,13,13,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51917,,,,,,,,,,11.0,970.0,88.18181818181819,50.0,9.0,0.0,0.0,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51918,,,,,,,,,,1.0,50.0,50.0,50.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51921,,,,,,,,,,70.0,19290.0,275.57142857142856,90.0,24.0,7.0,0.1,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,170.0,170.0,,,No
PRV51922,,,,,,,,,,24.0,5090.0,212.08333333333334,65.0,11.0,3.0,0.125,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV51923,,,,,,,,,,9.0,1040.0,115.55555555555556,40.0,7.0,1.0,0.1111111111111111,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV51924,,,,,,,,,,50.0,15710.0,314.2,95.0,25.0,5.0,0.1,,,0.0,25,25,25,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV51925,,,,,,,,,,4.0,1960.0,490.0,115.0,3.0,1.0,0.25,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51926,,,,,,,,,,32.0,13870.0,433.4375,85.0,30.0,6.0,0.1875,,,0.0,30,30,30,0.0,0.0,,0.0,0.0,0.0,0.0,140.0,140.0,,,No
PRV51928,,,,,,,,,,30.0,7140.0,238.0,75.0,30.0,3.0,0.1,,,0.0,30,30,30,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV51930,,,,,,,,,,6.0,1010.0,168.33333333333334,80.0,6.0,0.0,0.0,,,0.0,6,6,6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51933,,,,,,,,,,57.0,14370.0,252.10526315789474,80.0,56.0,6.0,0.10526315789473684,,,0.0,56,56,56,0.0,0.0,,0.0,0.0,0.0,0.0,220.0,220.0,,,No
PRV51934,,,,,,,,,,111.0,27270.0,245.67567567567568,80.0,111.0,9.0,0.08108108108108109,,,0.0,111,111,111,0.0,0.0,,0.0,0.0,0.0,0.0,550.0,550.0,,,No
PRV51936,,,,,,,,,,20.0,4770.0,238.5,100.0,20.0,2.0,0.1,,,0.0,20,20,20,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV51937,,,,,,,,,,90.0,18270.0,203.0,60.0,87.0,6.0,0.06666666666666667,,,0.0,87,87,87,0.0,0.0,,0.0,0.0,0.0,0.0,160.0,160.0,,,No
PRV51942,,,,,,,,,,53.0,11880.0,224.1509433962264,60.0,52.0,5.0,0.09433962264150944,,,0.0,52,52,52,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV51952,,,,,,,,,,19.0,2470.0,130.0,60.0,19.0,0.0,0.0,,,0.0,19,19,19,0.0,0.0,,0.0,0.0,0.0,0.0,260.0,260.0,,,No
PRV51959,,,,,,,,,,751.0,213350.0,284.08788282290277,80.0,398.0,82.0,0.10918774966711052,,,0.0,398,398,398,0.0,0.0,,0.0,0.0,0.0,0.0,2050.0,2050.0,,,No
PRV51961,,,,,,,,,,159.0,46610.0,293.1446540880503,80.0,137.0,18.0,0.11320754716981132,,,0.0,137,137,137,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,250.0,,,No
PRV51963,,,,,,,,,,54.0,13630.0,252.40740740740742,70.0,48.0,5.0,0.09259259259259259,,,0.0,48,48,48,0.0,0.0,,0.0,0.0,0.0,0.0,330.0,330.0,,,No
PRV51964,,,,,,,,,,17.0,2440.0,143.52941176470588,70.0,17.0,2.0,0.11764705882352941,,,0.0,17,17,17,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV51965,,,,,,,,,,19.0,2680.0,141.05263157894737,80.0,18.0,0.0,0.0,,,0.0,18,18,18,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51966,,,,,,,,,,3.0,2450.0,816.6666666666666,100.0,3.0,1.0,0.3333333333333333,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51967,,,,,,,,,,57.0,16830.0,295.2631578947368,80.0,53.0,5.0,0.08771929824561403,,,0.0,53,53,53,0.0,0.0,,0.0,0.0,0.0,0.0,180.0,180.0,,,No
PRV51968,,,,,,,,,,1.0,90.0,90.0,90.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51969,,,,,,,,,,42.0,15450.0,367.85714285714283,60.0,39.0,6.0,0.14285714285714285,,,0.0,39,39,39,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV51970,,,,,,,,,,35.0,25410.0,726.0,80.0,32.0,8.0,0.22857142857142856,,,0.0,32,32,32,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,No
PRV51972,,,,,,,,,,35.0,9460.0,270.2857142857143,60.0,34.0,3.0,0.08571428571428572,,,0.0,34,34,34,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV51973,,,,,,,,,,74.0,19060.0,257.56756756756755,70.0,63.0,6.0,0.08108108108108109,,,0.0,63,63,63,0.0,0.0,,0.0,0.0,0.0,0.0,200.0,200.0,,,No
PRV51974,,,,,,,,,,4.0,710.0,177.5,90.0,4.0,0.0,0.0,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV51983,,,,,,,,,,40.0,7050.0,176.25,65.0,39.0,1.0,0.025,,,0.0,39,39,39,0.0,0.0,,0.0,0.0,0.0,0.0,280.0,280.0,,,No
PRV51984,,,,,,,,,,525.0,160780.0,306.247619047619,80.0,337.0,62.0,0.1180952380952381,,,0.0,337,337,337,0.0,0.0,,0.0,0.0,0.0,0.0,1420.0,1420.0,,,No
PRV51987,,,,,,,,,,2.0,30.0,15.0,15.0,2.0,0.0,0.0,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51988,,,,,,,,,,37.0,12230.0,330.5405405405405,70.0,32.0,5.0,0.13513513513513514,,,0.0,32,32,32,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,190.0,,,No
PRV51989,,,,,,,,,,18.0,4060.0,225.55555555555554,75.0,18.0,1.0,0.05555555555555555,,,0.0,18,18,18,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51990,,,,,,,,,,89.0,18690.0,210.0,60.0,49.0,7.0,0.07865168539325842,,,0.0,49,49,49,0.0,0.0,,0.0,0.0,0.0,0.0,160.0,160.0,,,No
PRV51991,,,,,,,,,,31.0,9570.0,308.7096774193548,70.0,30.0,7.0,0.22580645161290322,,,0.0,30,30,30,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51992,,,,,,,,,,61.0,10790.0,176.88524590163934,80.0,54.0,2.0,0.03278688524590164,,,0.0,54,54,54,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,190.0,,,No
PRV51993,,,,,,,,,,2.0,230.0,115.0,115.0,2.0,0.0,0.0,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51994,,,,,,,,,,33.0,11780.0,356.969696969697,100.0,31.0,5.0,0.15151515151515152,,,0.0,31,31,31,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,No
PRV51995,,,,,,,,,,20.0,9700.0,485.0,140.0,20.0,5.0,0.25,,,0.0,20,20,20,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV51996,,,,,,,,,,41.0,10070.0,245.609756097561,60.0,38.0,4.0,0.0975609756097561,,,0.0,38,38,38,0.0,0.0,,0.0,0.0,0.0,0.0,180.0,180.0,,,No
PRV51998,,,,,,,,,,28.0,5360.0,191.42857142857142,70.0,28.0,2.0,0.07142857142857142,,,0.0,28,28,28,0.0,0.0,,0.0,0.0,0.0,0.0,180.0,180.0,,,No
PRV51999,,,,,,,,,,17.0,2660.0,156.47058823529412,60.0,17.0,1.0,0.058823529411764705,,,0.0,17,17,17,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52001,,,,,,,,,,1177.0,320620.0,272.4044180118946,80.0,744.0,114.0,0.09685641461342395,,,0.0,744,744,744,0.0,0.0,,0.0,0.0,0.0,0.0,2850.0,2850.0,,,No
PRV52004,,,,,,,,,,47.0,15680.0,333.6170212765957,80.0,41.0,5.0,0.10638297872340426,,,0.0,41,41,41,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,190.0,,,No
PRV52007,,,,,,,,,,18.0,1910.0,106.11111111111111,60.0,18.0,0.0,0.0,,,0.0,18,18,18,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,No
PRV52008,,,,,,,,,,25.0,4830.0,193.2,90.0,24.0,3.0,0.12,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV52009,,,,,,,,,,35.0,5770.0,164.85714285714286,70.0,33.0,1.0,0.02857142857142857,,,0.0,33,33,33,0.0,0.0,,0.0,0.0,0.0,0.0,200.0,200.0,,,No
PRV52010,,,,,,,,,,7.0,1400.0,200.0,90.0,7.0,1.0,0.14285714285714285,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52011,,,,,,,,,,26.0,7070.0,271.9230769230769,70.0,23.0,4.0,0.15384615384615385,,,0.0,23,23,23,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52013,,,,,,,,,,62.0,14210.0,229.19354838709677,60.0,56.0,6.0,0.0967741935483871,,,0.0,56,56,56,0.0,0.0,,0.0,0.0,0.0,0.0,200.0,200.0,,,No
PRV52014,,,,,,,,,,351.0,93890.0,267.4928774928775,70.0,299.0,39.0,0.1111111111111111,,,0.0,299,299,299,0.0,0.0,,0.0,0.0,0.0,0.0,950.0,950.0,,,No
PRV52022,,,,,,,,,,66.0,17770.0,269.24242424242425,90.0,66.0,8.0,0.12121212121212122,,,0.0,66,66,66,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV52024,,,,,,,,,,2.0,2100.0,1050.0,1050.0,2.0,1.0,0.5,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,No
PRV52025,,,,,,,,,,119.0,35190.0,295.7142857142857,70.0,117.0,11.0,0.09243697478991597,,,0.0,117,117,117,0.0,0.0,,0.0,0.0,0.0,0.0,290.0,290.0,,,No
PRV52026,,,,,,,,,,24.0,6960.0,290.0,65.0,23.0,3.0,0.125,,,0.0,23,23,23,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52037,,,,,,,,,,171.0,52660.0,307.953216374269,80.0,159.0,17.0,0.09941520467836257,,,0.0,159,159,159,0.0,0.0,,0.0,0.0,0.0,0.0,320.0,320.0,,,No
PRV52039,,,,,,,,,,50.0,10170.0,203.4,80.0,46.0,5.0,0.1,,,0.0,46,46,46,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52041,,,,,,,,,,1885.0,604980.0,320.9442970822281,80.0,918.0,239.0,0.12679045092838195,,,0.0,918,918,918,0.0,0.0,,0.0,0.0,0.0,0.0,5490.0,5490.0,,,Yes
PRV52046,,,,,,,,,,101.0,28190.0,279.1089108910891,90.0,98.0,11.0,0.10891089108910891,,,0.0,98,98,98,0.0,0.0,,0.0,0.0,0.0,0.0,290.0,290.0,,,No
PRV52048,,,,,,,,,,108.0,38820.0,359.44444444444446,75.0,98.0,12.0,0.1111111111111111,,,0.0,98,98,98,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,250.0,,,No
PRV52049,,,,,,,,,,192.0,55850.0,290.8854166666667,70.0,189.0,22.0,0.11458333333333333,,,0.0,189,189,189,0.0,0.0,,0.0,0.0,0.0,0.0,690.0,690.0,,,No
PRV52051,,,,,,,,,,89.0,35290.0,396.5168539325843,90.0,88.0,14.0,0.15730337078651685,,,0.0,88,88,88,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,120.0,,,No
PRV52054,,,,,,,,,,240.0,78490.0,327.0416666666667,80.0,232.0,28.0,0.11666666666666667,,,0.0,232,232,232,0.0,0.0,,0.0,0.0,0.0,0.0,670.0,670.0,,,No
PRV52055,,,,,,,,,,203.0,51010.0,251.2807881773399,80.0,148.0,19.0,0.09359605911330049,,,0.0,148,148,148,0.0,0.0,,0.0,0.0,0.0,0.0,640.0,640.0,,,No
PRV52056,,,,,,,,,,60.0,17280.0,288.0,100.0,52.0,7.0,0.11666666666666667,,,0.0,52,52,52,0.0,0.0,,0.0,0.0,0.0,0.0,490.0,490.0,,,No
PRV52058,,,,,,,,,,204.0,55450.0,271.8137254901961,80.0,199.0,21.0,0.10294117647058823,,,0.0,199,199,199,0.0,0.0,,0.0,0.0,0.0,0.0,610.0,610.0,,,No
PRV52061,,,,,,,,,,131.0,31790.0,242.67175572519085,70.0,121.0,14.0,0.10687022900763359,,,0.0,121,121,121,0.0,0.0,,0.0,0.0,0.0,0.0,330.0,330.0,,,No
PRV52062,,,,,,,,,,184.0,56860.0,309.0217391304348,80.0,181.0,24.0,0.13043478260869565,,,0.0,181,181,181,0.0,0.0,,0.0,0.0,0.0,0.0,240.0,240.0,,,No
PRV52066,,,,,,,,,,1455.0,386530.0,265.65635738831617,80.0,630.0,152.0,0.10446735395189004,,,0.0,630,630,630,0.0,0.0,,0.0,0.0,0.0,0.0,4350.0,4350.0,,,Yes
PRV52068,,,,,,,,,,48.0,13080.0,272.5,100.0,48.0,5.0,0.10416666666666667,,,0.0,48,48,48,0.0,0.0,,0.0,0.0,0.0,0.0,420.0,420.0,,,No
PRV52069,,,,,,,,,,88.0,22280.0,253.1818181818182,80.0,84.0,4.0,0.045454545454545456,,,0.0,84,84,84,0.0,0.0,,0.0,0.0,0.0,0.0,280.0,280.0,,,No
PRV52071,,,,,,,,,,749.0,259850.0,346.92923898531376,80.0,328.0,95.0,0.1268357810413885,,,0.0,328,328,328,0.0,0.0,,0.0,0.0,0.0,0.0,1960.0,1960.0,,,No
PRV52075,,,,,,,,,,5.0,1220.0,244.0,90.0,5.0,0.0,0.0,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52082,,,,,,,,,,8.0,880.0,110.0,60.0,8.0,0.0,0.0,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52085,,,,,,,,,,824.0,240620.0,292.0145631067961,80.0,747.0,80.0,0.0970873786407767,,,0.0,747,747,747,0.0,0.0,,0.0,0.0,0.0,0.0,2530.0,2530.0,,,No
PRV52090,,,,,,,,,,303.0,98250.0,324.25742574257424,90.0,279.0,38.0,0.1254125412541254,,,0.0,279,279,279,0.0,0.0,,0.0,0.0,0.0,0.0,420.0,420.0,,,No
PRV52098,,,,,,,,,,469.0,122660.0,261.5351812366738,70.0,435.0,50.0,0.10660980810234541,,,0.0,435,435,435,0.0,0.0,,0.0,0.0,0.0,0.0,1890.0,1890.0,,,No
PRV52102,,,,,,,,,,15.0,1910.0,127.33333333333333,90.0,15.0,0.0,0.0,,,0.0,15,15,15,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV52104,,,,,,,,,,1189.0,347070.0,291.9007569386039,80.0,663.0,130.0,0.10933557611438183,,,0.0,663,663,663,0.0,0.0,,0.0,0.0,0.0,0.0,3200.0,3200.0,,,No
PRV52105,,,,,,,,,,26.0,12780.0,491.53846153846155,80.0,25.0,5.0,0.19230769230769232,,,0.0,25,25,25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52109,,,,,,,,,,248.0,75580.0,304.758064516129,70.0,222.0,29.0,0.11693548387096774,,,0.0,222,222,222,0.0,0.0,,0.0,0.0,0.0,0.0,500.0,500.0,,,No
PRV52113,,,,,,,,,,120.0,22170.0,184.75,70.0,53.0,4.0,0.03333333333333333,,,0.0,53,53,53,0.0,0.0,,0.0,0.0,0.0,0.0,610.0,610.0,,,No
PRV52122,,,,,,,,,,41.0,18740.0,457.0731707317073,80.0,41.0,8.0,0.1951219512195122,,,0.0,41,41,41,0.0,0.0,,0.0,0.0,0.0,0.0,170.0,170.0,,,No
PRV52129,,,,,,,,,,223.0,55590.0,249.28251121076232,70.0,75.0,25.0,0.11210762331838565,,,0.0,75,75,75,0.0,0.0,,0.0,0.0,0.0,0.0,710.0,710.0,,,No
PRV52138,,,,,,,,,,188.0,58880.0,313.1914893617021,70.0,179.0,19.0,0.10106382978723404,,,0.0,179,179,179,0.0,0.0,,0.0,0.0,0.0,0.0,600.0,600.0,,,No
PRV52140,,,,,,,,,,19.0,5130.0,270.0,70.0,18.0,1.0,0.05263157894736842,,,0.0,18,18,18,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV52143,,,,,,,,,,17.0,8290.0,487.6470588235294,200.0,17.0,3.0,0.17647058823529413,,,0.0,17,17,17,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV52145,,,,,,,,,,245.0,60910.0,248.6122448979592,80.0,236.0,28.0,0.11428571428571428,,,0.0,236,236,236,0.0,0.0,,0.0,0.0,0.0,0.0,650.0,650.0,,,No
PRV52154,,,,,,,,,,742.0,194350.0,261.92722371967653,75.0,705.0,77.0,0.10377358490566038,,,0.0,705,705,705,0.0,0.0,,0.0,0.0,0.0,0.0,2570.0,2570.0,,,No
PRV52161,,,,,,,,,,10.0,1660.0,166.0,100.0,10.0,0.0,0.0,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52168,,,,,,,,,,78.0,17660.0,226.4102564102564,75.0,77.0,4.0,0.05128205128205128,,,0.0,77,77,77,0.0,0.0,,0.0,0.0,0.0,0.0,300.0,300.0,,,No
PRV52169,,,,,,,,,,39.0,10000.0,256.4102564102564,70.0,38.0,5.0,0.1282051282051282,,,0.0,38,38,38,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV52174,,,,,,,,,,4.0,830.0,207.5,60.0,4.0,1.0,0.25,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52175,,,,,,,,,,221.0,58320.0,263.8914027149321,80.0,215.0,20.0,0.09049773755656108,,,0.0,215,215,215,0.0,0.0,,0.0,0.0,0.0,0.0,410.0,410.0,,,No
PRV52184,,,,,,,,,,21.0,2960.0,140.95238095238096,60.0,20.0,1.0,0.047619047619047616,,,0.0,20,20,20,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52185,,,,,,,,,,68.0,15510.0,228.08823529411765,80.0,54.0,8.0,0.11764705882352941,,,0.0,54,54,54,0.0,0.0,,0.0,0.0,0.0,0.0,230.0,230.0,,,No
PRV52186,,,,,,,,,,41.0,7160.0,174.6341463414634,60.0,38.0,3.0,0.07317073170731707,,,0.0,38,38,38,0.0,0.0,,0.0,0.0,0.0,0.0,110.0,110.0,,,No
PRV52187,,,,,,,,,,27.0,7440.0,275.55555555555554,80.0,25.0,2.0,0.07407407407407407,,,0.0,25,25,25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52189,,,,,,,,,,23.0,5890.0,256.0869565217391,100.0,20.0,1.0,0.043478260869565216,,,0.0,20,20,20,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV52191,,,,,,,,,,28.0,8640.0,308.57142857142856,70.0,25.0,4.0,0.14285714285714285,,,0.0,25,25,25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52193,,,,,,,,,,153.0,28620.0,187.05882352941177,70.0,125.0,12.0,0.0784313725490196,,,0.0,125,125,125,0.0,0.0,,0.0,0.0,0.0,0.0,760.0,760.0,,,No
PRV52196,,,,,,,,,,6.0,2710.0,451.6666666666667,150.0,6.0,2.0,0.3333333333333333,,,0.0,6,6,6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52199,,,,,,,,,,10.0,1080.0,108.0,70.0,10.0,0.0,0.0,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV52200,,,,,,,,,,1.0,40.0,40.0,40.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52201,,,,,,,,,,9.0,450.0,50.0,60.0,9.0,0.0,0.0,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52202,,,,,,,,,,50.0,8200.0,164.0,70.0,49.0,3.0,0.06,,,0.0,49,49,49,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52204,,,,,,,,,,9.0,2590.0,287.77777777777777,70.0,8.0,1.0,0.1111111111111111,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52205,,,,,,,,,,2.0,1120.0,560.0,560.0,2.0,1.0,0.5,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52206,,,,,,,,,,5.0,1810.0,362.0,100.0,5.0,1.0,0.2,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52208,,,,,,,,,,13.0,4560.0,350.7692307692308,40.0,12.0,2.0,0.15384615384615385,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV52209,,,,,,,,,,8.0,4960.0,620.0,135.0,8.0,2.0,0.25,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52211,,,,,,,,,,130.0,26860.0,206.6153846153846,60.0,124.0,7.0,0.05384615384615385,,,0.0,124,124,124,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV52212,,,,,,,,,,64.0,13220.0,206.5625,85.0,62.0,5.0,0.078125,,,0.0,62,62,62,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV52213,,,,,,,,,,7.0,590.0,84.28571428571429,70.0,7.0,0.0,0.0,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52214,,,,,,,,,,47.0,12680.0,269.78723404255317,60.0,43.0,4.0,0.0851063829787234,,,0.0,43,43,43,0.0,0.0,,0.0,0.0,0.0,0.0,260.0,260.0,,,No
PRV52216,,,,,,,,,,15.0,4940.0,329.3333333333333,60.0,14.0,2.0,0.13333333333333333,,,0.0,14,14,14,0.0,0.0,,0.0,0.0,0.0,0.0,140.0,140.0,,,No
PRV52217,,,,,,,,,,5.0,520.0,104.0,40.0,4.0,0.0,0.0,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52218,,,,,,,,,,8.0,1660.0,207.5,95.0,8.0,1.0,0.125,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52219,,,,,,,,,,4.0,2780.0,695.0,335.0,4.0,1.0,0.25,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52220,,,,,,,,,,12.0,2200.0,183.33333333333334,60.0,12.0,1.0,0.08333333333333333,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52221,,,,,,,,,,1.0,10.0,10.0,10.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV52222,,,,,,,,,,54.0,16920.0,313.3333333333333,90.0,52.0,7.0,0.12962962962962962,,,0.0,52,52,52,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV52224,,,,,,,,,,41.0,10100.0,246.34146341463415,70.0,35.0,3.0,0.07317073170731707,,,0.0,35,35,35,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV52225,,,,,,,,,,6.0,840.0,140.0,65.0,6.0,0.0,0.0,,,0.0,6,6,6,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV52226,,,,,,,,,,2.0,100.0,50.0,50.0,2.0,0.0,0.0,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
